,Location,Incumbent,Inc_party,Inc_first_elected,Candidate,Cand_party,state_name,district_num,state_abb,dist_id,Cand_party_abb,is_incumbent,years_in_congress,District,Representative,Assumed office,Born,Female,Black,Hispanic,Asian,Age
164,Delaware 1,Lisa Blunt Rochester,Democratic,2016.0,Lisa Blunt Rochester,Democratic,Delaware,1,DE,DE_1,D,1,2,Delaware at large,Lisa Blunt Rochester,2017.0,1962.0,1.0,1.0,0.0,0.0,56.0
165,Delaware 1,Lisa Blunt Rochester,Democratic,2016.0,Scott Walker,Republican,Delaware,1,DE,DE_1,R,0,0,,,,,,,,,
166,Florida 1,Matt Gaetz,Republican,2016.0,Matt Gaetz,Republican,Florida,1,FL,FL_1,R,1,2,Florida 1,Matt Gaetz,2017.0,1982.0,0.0,0.0,0.0,0.0,36.0
167,Florida 1,Matt Gaetz,Republican,2016.0,Jennifer Zimmerman,Democratic,Florida,1,FL,FL_1,D,0,0,,,,,,,,,
168,Florida 2,Neal Dunn,Republican,2016.0,Neal Dunn,Republican,Florida,2,FL,FL_2,R,1,2,Florida 2,Neal Dunn,2017.0,1953.0,0.0,0.0,0.0,0.0,65.0
169,Florida 2,Neal Dunn,Republican,2016.0,Bob Rackleff,Democratic,Florida,2,FL,FL_2,D,0,0,,,,,,,,,
170,Florida 3,Ted Yoho,Republican,2012.0,Yvonne Hayes Hinson,Democratic,Florida,3,FL,FL_3,D,0,0,,,,,,,,,
171,Florida 3,Ted Yoho,Republican,2012.0,Ted Yoho,Republican,Florida,3,FL,FL_3,R,1,6,Florida 3,Ted Yoho,2013.0,1955.0,0.0,0.0,0.0,0.0,63.0
172,Florida 4,John Rutherford,Republican,2016.0,John Rutherford,Republican,Florida,4,FL,FL_4,R,1,2,Florida 4,John Rutherford,2017.0,1952.0,0.0,0.0,0.0,0.0,66.0
173,Florida 4,John Rutherford,Republican,2016.0,Ges Selmont,Democratic,Florida,4,FL,FL_4,D,0,0,,,,,,,,,
174,Florida 5,Al Lawson,Democratic,2016.0,Virginia Fuller,Republican,Florida,5,FL,FL_5,R,0,0,,,,,,,,,
175,Florida 5,Al Lawson,Democratic,2016.0,Al Lawson,Democratic,Florida,5,FL,FL_5,D,1,2,Florida 5,Al Lawson,2017.0,1948.0,0.0,1.0,0.0,0.0,70.0
176,Florida 6,Ron DeSantis,Republican,2012.0,Nancy Soderberg,Democratic,Florida,6,FL,FL_6,D,0,0,,,,,,,,,
177,Florida 6,Ron DeSantis,Republican,2012.0,Michael Waltz,Republican,Florida,6,FL,FL_6,R,0,0,,,,,,,,,
178,Florida 7,Stephanie Murphy,Democratic,2016.0,Mike Miller,Republican,Florida,7,FL,FL_7,R,0,0,,,,,,,,,
179,Florida 7,Stephanie Murphy,Democratic,2016.0,Stephanie Murphy,Democratic,Florida,7,FL,FL_7,D,1,2,Florida 7,Stephanie Murphy,2017.0,1978.0,1.0,0.0,0.0,1.0,40.0
180,Florida 8,Bill Posey,Republican,2008.0,Sanjay Patel,Democratic,Florida,8,FL,FL_8,D,0,0,,,,,,,,,
181,Florida 8,Bill Posey,Republican,2008.0,Bill Posey,Republican,Florida,8,FL,FL_8,R,1,10,Florida 8,Bill Posey,2009.0,1947.0,0.0,0.0,0.0,0.0,71.0
182,Florida 9,Darren Soto,Democratic,2016.0,Wayne Liebnitzky,Republican,Florida,9,FL,FL_9,R,0,0,,,,,,,,,
183,Florida 9,Darren Soto,Democratic,2016.0,Darren Soto,Democratic,Florida,9,FL,FL_9,D,1,2,Florida 9,Darren Soto,2017.0,1978.0,0.0,0.0,0.0,0.0,40.0
184,Florida 10,Val Demings,Democratic,2016.0,Val Demings,Democratic,Florida,10,FL,FL_10,D,1,2,Florida 10,Val Demings,2017.0,1957.0,1.0,1.0,0.0,0.0,61.0
185,Florida 11,Daniel Webster,Republican,2010.0,Dana Cottrell,Democratic,Florida,11,FL,FL_11,D,0,0,,,,,,,,,
186,Florida 11,Daniel Webster,Republican,2010.0,Daniel Webster,Republican,Florida,11,FL,FL_11,R,1,8,Florida 11,Daniel Webster,2011.0,1949.0,0.0,0.0,0.0,0.0,69.0
187,Florida 12,Gus Bilirakis,Republican,2006.0,Gus Bilirakis,Republican,Florida,12,FL,FL_12,R,1,12,Florida 12,Gus Bilirakis,2007.0,1963.0,0.0,0.0,0.0,0.0,55.0
188,Florida 12,Gus Bilirakis,Republican,2006.0,Chris Hunter,Democratic,Florida,12,FL,FL_12,D,0,0,,,,,,,,,
189,Florida 13,Charlie Crist,Democratic,2016.0,George Buck,Republican,Florida,13,FL,FL_13,R,0,0,,,,,,,,,
190,Florida 13,Charlie Crist,Democratic,2016.0,Charlie Crist,Democratic,Florida,13,FL,FL_13,D,1,2,Florida 13,Charlie Crist,2017.0,1956.0,0.0,0.0,0.0,0.0,62.0
191,Florida 14,Kathy Castor,Democratic,2006.0,Kathy Castor,Democratic,Florida,14,FL,FL_14,D,1,12,Florida 14,Kathy Castor,2007.0,1966.0,1.0,0.0,0.0,0.0,52.0
192,Florida 15,Dennis Ross,Republican,2010.0,Kristen Carlson,Democratic,Florida,15,FL,FL_15,D,0,0,,,,,,,,,
193,Florida 15,Dennis Ross,Republican,2010.0,Ross Spano,Republican,Florida,15,FL,FL_15,R,0,0,,,,,,,,,
194,Florida 16,Vern Buchanan,Republican,2006.0,Vern Buchanan,Republican,Florida,16,FL,FL_16,R,1,12,Florida 16,Vern Buchanan,2007.0,1951.0,0.0,0.0,0.0,0.0,67.0
195,Florida 16,Vern Buchanan,Republican,2006.0,David Shapiro,Democratic,Florida,16,FL,FL_16,D,0,0,,,,,,,,,
196,Florida 17,Tom Rooney,Republican,2008.0,Allen Ellison,Democratic,Florida,17,FL,FL_17,D,0,0,,,,,,,,,
197,Florida 17,Tom Rooney,Republican,2008.0,Greg Steube,Republican,Florida,17,FL,FL_17,R,0,0,,,,,,,,,
198,Florida 18,Brian Mast,Republican,2016.0,Lauren Baer,Democratic,Florida,18,FL,FL_18,D,0,0,,,,,,,,,
199,Florida 18,Brian Mast,Republican,2016.0,Brian Mast,Republican,Florida,18,FL,FL_18,R,1,2,Florida 18,Brian Mast,2017.0,1980.0,0.0,0.0,0.0,0.0,38.0
200,Florida 19,Francis Rooney,Republican,2016.0,David Holden,Democratic,Florida,19,FL,FL_19,D,0,0,,,,,,,,,
201,Florida 19,Francis Rooney,Republican,2016.0,Francis Rooney,Republican,Florida,19,FL,FL_19,R,1,2,Florida 19,Francis Rooney,2017.0,1953.0,0.0,0.0,0.0,0.0,65.0
202,Florida 20,Alcee Hastings,Democratic,1992.0,Alcee Hastings,Democratic,Florida,20,FL,FL_20,D,1,26,Florida 20,Alcee Hastings,1993.0,1936.0,0.0,1.0,0.0,0.0,82.0
203,Florida 21,Lois Frankel,Democratic,2012.0,Lois Frankel,Democratic,Florida,21,FL,FL_21,D,1,6,Florida 21,Lois Frankel,2013.0,1948.0,1.0,0.0,0.0,0.0,70.0
204,Florida 22,Ted Deutch,Democratic,2010.0,Ted Deutch,Democratic,Florida,22,FL,FL_22,D,1,8,Florida 22,Ted Deutch,2010.0,1966.0,0.0,0.0,0.0,0.0,52.0
205,Florida 22,Ted Deutch,Democratic,2010.0,Nicolas Kimaz,Republican,Florida,22,FL,FL_22,R,0,0,,,,,,,,,
206,Florida 23,Debbie Wasserman Schultz,Democratic,2004.0,Joseph Kaufman,Republican,Florida,23,FL,FL_23,R,0,0,,,,,,,,,
207,Florida 23,Debbie Wasserman Schultz,Democratic,2004.0,Debbie Wasserman Schultz,Democratic,Florida,23,FL,FL_23,D,1,14,Florida 23,Debbie Wasserman Schultz,2005.0,1966.0,1.0,0.0,0.0,0.0,52.0
208,Florida 24,Frederica Wilson,Democratic,2010.0,Frederica Wilson,Democratic,Florida,24,FL,FL_24,D,1,8,Florida 24,Frederica Wilson,2011.0,1942.0,1.0,1.0,0.0,0.0,76.0
209,Florida 25,Mario Díaz-Balart,Republican,2002.0,Mary Barzee Flores,Democratic,Florida,25,FL,FL_25,D,0,0,,,,,,,,,
210,Florida 25,Mario Díaz-Balart,Republican,2002.0,Mario Díaz-Balart,Republican,Florida,25,FL,FL_25,R,1,16,Florida 25,Mario Díaz-Balart,2003.0,1961.0,0.0,0.0,1.0,0.0,57.0
211,Florida 26,Carlos Curbelo,Republican,2014.0,Carlos Curbelo,Republican,Florida,26,FL,FL_26,R,1,4,Florida 26,Carlos Curbelo,2015.0,1980.0,0.0,0.0,1.0,0.0,38.0
212,Florida 26,Carlos Curbelo,Republican,2014.0,Debbie Mucarsel-Powell,Democratic,Florida,26,FL,FL_26,D,0,0,,,,,,,,,
213,Florida 27,Ileana Ros-Lehtinen,Republican,1989.0,Maria Elvira Salazar,Republican,Florida,27,FL,FL_27,R,0,0,,,,,,,,,
214,Florida 27,Ileana Ros-Lehtinen,Republican,1989.0,Donna Shalala,Democratic,Florida,27,FL,FL_27,D,0,0,,,,,,,,,
215,Georgia 1,Buddy Carter,Republican,2014.0,Buddy Carter,Republican,Georgia,1,GA,GA_1,R,1,4,Georgia 1,Buddy Carter,2015.0,1957.0,0.0,0.0,0.0,0.0,61.0
216,Georgia 1,Buddy Carter,Republican,2014.0,Lisa Ring,Democratic,Georgia,1,GA,GA_1,D,0,0,,,,,,,,,
217,Georgia 2,Sanford Bishop,Democratic,1992.0,Sanford Bishop,Democratic,Georgia,2,GA,GA_2,D,1,26,Georgia 2,Sanford Bishop,1993.0,1947.0,0.0,1.0,0.0,0.0,71.0
218,Georgia 2,Sanford Bishop,Democratic,1992.0,Herman West,Republican,Georgia,2,GA,GA_2,R,0,0,,,,,,,,,
219,Georgia 3,Drew Ferguson,Republican,2016.0,Chuck Enderlin,Democratic,Georgia,3,GA,GA_3,D,0,0,,,,,,,,,
220,Georgia 3,Drew Ferguson,Republican,2016.0,Drew Ferguson,Republican,Georgia,3,GA,GA_3,R,1,2,Georgia 3,Drew Ferguson,2017.0,1966.0,0.0,0.0,0.0,0.0,52.0
221,Georgia 4,Hank Johnson,Democratic,2006.0,Hank Johnson,Democratic,Georgia,4,GA,GA_4,D,1,12,Georgia 4,Hank Johnson,2007.0,1954.0,0.0,1.0,0.0,0.0,64.0
222,Georgia 4,Hank Johnson,Democratic,2006.0,Joe Profit,Republican,Georgia,4,GA,GA_4,R,0,0,,,,,,,,,
223,Georgia 5,John Lewis,Democratic,1986.0,John Lewis,Democratic,Georgia,5,GA,GA_5,D,1,32,Georgia 5,John Lewis,1987.0,1940.0,0.0,1.0,0.0,0.0,78.0
224,Georgia 6,Karen Handel,Republican,2017.0,Karen Handel,Republican,Georgia,6,GA,GA_6,R,1,1,Georgia 6,Karen Handel,2017.0,1962.0,1.0,0.0,0.0,0.0,56.0
225,Georgia 6,Karen Handel,Republican,2017.0,Lucy McBath,Democratic,Georgia,6,GA,GA_6,D,0,0,,,,,,,,,
226,Georgia 7,Rob Woodall,Republican,2010.0,Carolyn Bourdeaux,Democratic,Georgia,7,GA,GA_7,D,0,0,,,,,,,,,
227,Georgia 7,Rob Woodall,Republican,2010.0,Rob Woodall,Republican,Georgia,7,GA,GA_7,R,1,8,Georgia 7,Rob Woodall,2011.0,1970.0,0.0,0.0,0.0,0.0,48.0
228,Georgia 8,Austin Scott,Republican,2010.0,Austin Scott,Republican,Georgia,8,GA,GA_8,R,1,8,Georgia 8,Austin Scott,2011.0,1969.0,0.0,0.0,0.0,0.0,49.0
229,Georgia 9,Doug Collins,Republican,2012.0,Doug Collins,Republican,Georgia,9,GA,GA_9,R,1,6,Georgia 9,Doug Collins,2013.0,1966.0,0.0,0.0,0.0,0.0,52.0
230,Georgia 9,Doug Collins,Republican,2012.0,Josh McCall,Democratic,Georgia,9,GA,GA_9,D,0,0,,,,,,,,,
231,Georgia 10,Jody Hice,Republican,2014.0,Jody Hice,Republican,Georgia,10,GA,GA_10,R,1,4,Georgia 10,Jody Hice,2015.0,1960.0,0.0,0.0,0.0,0.0,58.0
232,Georgia 10,Jody Hice,Republican,2014.0,Tabitha Johnson-Green,Democratic,Georgia,10,GA,GA_10,D,0,0,,,,,,,,,
233,Georgia 11,Barry Loudermilk,Republican,2014.0,Flynn Broady,Democratic,Georgia,11,GA,GA_11,D,0,0,,,,,,,,,
234,Georgia 11,Barry Loudermilk,Republican,2014.0,Barry Loudermilk,Republican,Georgia,11,GA,GA_11,R,1,4,Georgia 11,Barry Loudermilk,2015.0,1963.0,0.0,0.0,0.0,0.0,55.0
235,Georgia 12,Rick Allen,Republican,2014.0,Rick Allen,Republican,Georgia,12,GA,GA_12,R,1,4,,,,,,,,,
236,Georgia 12,Rick Allen,Republican,2014.0,Francys Johnson,Democratic,Georgia,12,GA,GA_12,D,0,0,,,,,,,,,
237,Georgia 13,David Scott,Democratic,2002.0,David Callahan,Republican,Georgia,13,GA,GA_13,R,0,0,,,,,,,,,
238,Georgia 13,David Scott,Democratic,2002.0,David Scott,Democratic,Georgia,13,GA,GA_13,D,1,16,Georgia 13,David Scott,2003.0,1945.0,0.0,1.0,0.0,0.0,73.0
239,Georgia 14,Tom Graves,Republican,2010.0,Steve Foster,Democratic,Georgia,14,GA,GA_14,D,0,0,,,,,,,,,
240,Georgia 14,Tom Graves,Republican,2010.0,Tom Graves,Republican,Georgia,14,GA,GA_14,R,1,8,Georgia 14,Tom Graves,2010.0,1970.0,0.0,0.0,0.0,0.0,48.0
241,Hawaii 1,Colleen Hanabusa,Democratic,2016.0,Ed Case,Democratic,Hawaii,1,HI,HI_1,D,0,0,,,,,,,,,
242,Hawaii 1,Colleen Hanabusa,Democratic,2016.0,Campbell Cavasso,Republican,Hawaii,1,HI,HI_1,R,0,0,,,,,,,,,
243,Hawaii 2,Tulsi Gabbard,Democratic,2012.0,Brian Evans,Republican,Hawaii,2,HI,HI_2,R,0,0,,,,,,,,,
244,Hawaii 2,Tulsi Gabbard,Democratic,2012.0,Tulsi Gabbard,Democratic,Hawaii,2,HI,HI_2,D,1,6,Hawaii 2,Tulsi Gabbard,2013.0,1981.0,1.0,0.0,0.0,1.0,37.0
245,Idaho 1,Raúl Labrador,Republican,2010.0,Russ Fulcher,Republican,Idaho,1,ID,ID_1,R,0,0,,,,,,,,,
246,Idaho 1,Raúl Labrador,Republican,2010.0,Cristina McNeil,Democratic,Idaho,1,ID,ID_1,D,0,0,,,,,,,,,
247,Idaho 2,Mike Simpson,Republican,1998.0,Mike Simpson,Republican,Idaho,2,ID,ID_2,R,1,20,Idaho 2,Mike Simpson,1999.0,1950.0,0.0,0.0,0.0,0.0,68.0
248,Idaho 2,Mike Simpson,Republican,1998.0,Aaron Swisher,Democratic,Idaho,2,ID,ID_2,D,0,0,,,,,,,,,
249,Illinois 1,Bobby Rush,Democratic,1992.0,Bobby Rush,Democratic,Illinois,1,IL,IL_1,D,1,26,Illinois 1,Bobby Rush,1993.0,1946.0,0.0,1.0,0.0,0.0,72.0
250,Illinois 1,Bobby Rush,Democratic,1992.0,Jimmy Tillman,Republican,Illinois,1,IL,IL_1,R,0,0,,,,,,,,,
251,Illinois 2,Robin Kelly,Democratic,2013.0,Robin Kelly,Democratic,Illinois,2,IL,IL_2,D,1,5,Illinois 2,Robin Kelly,2013.0,1956.0,1.0,1.0,0.0,0.0,62.0
252,Illinois 2,Robin Kelly,Democratic,2013.0,David Merkle,Republican,Illinois,2,IL,IL_2,R,0,0,,,,,,,,,
253,Illinois 3,Dan Lipinski,Democratic,2004.0,Arthur Jones,Republican,Illinois,3,IL,IL_3,R,0,0,,,,,,,,,
254,Illinois 3,Dan Lipinski,Democratic,2004.0,Dan Lipinski,Democratic,Illinois,3,IL,IL_3,D,1,14,Illinois 3,Dan Lipinski,2005.0,1966.0,0.0,0.0,0.0,0.0,52.0
255,Illinois 4,Luis Gutiérrez,Democratic,1992.0,"Jesús ""Chuy"" García",Democratic,Illinois,4,IL,IL_4,D,0,0,,,,,,,,,
256,Illinois 4,Luis Gutiérrez,Democratic,1992.0,Mark Lorch,Republican,Illinois,4,IL,IL_4,R,0,0,,,,,,,,,
257,Illinois 5,Mike Quigley,Democratic,2008.0,Tom Hanson,Republican,Illinois,5,IL,IL_5,R,0,0,,,,,,,,,
258,Illinois 5,Mike Quigley,Democratic,2008.0,Mike Quigley,Democratic,Illinois,5,IL,IL_5,D,1,10,Illinois 5,Mike Quigley,2009.0,1958.0,0.0,0.0,0.0,0.0,60.0
259,Illinois 6,Peter Roskam,Republican,2006.0,Sean Casten,Democratic,Illinois,6,IL,IL_6,D,0,0,,,,,,,,,
260,Illinois 6,Peter Roskam,Republican,2006.0,Peter Roskam,Republican,Illinois,6,IL,IL_6,R,1,12,Illinois 6,Peter Roskam,2007.0,1961.0,0.0,0.0,0.0,0.0,57.0
261,Illinois 7,Danny Davis,Democratic,1996.0,Craig Cameron,Republican,Illinois,7,IL,IL_7,R,0,0,,,,,,,,,
262,Illinois 7,Danny Davis,Democratic,1996.0,Danny Davis,Democratic,Illinois,7,IL,IL_7,D,1,22,,,,,,,,,
263,Illinois 8,Raja Krishnamoorthi,Democratic,2016.0,JD Diganvker,Republican,Illinois,8,IL,IL_8,R,0,0,,,,,,,,,
264,Illinois 8,Raja Krishnamoorthi,Democratic,2016.0,Raja Krishnamoorthi,Democratic,Illinois,8,IL,IL_8,D,1,2,Illinois 8,Raja Krishnamoorthi,2017.0,1973.0,0.0,0.0,0.0,1.0,45.0
265,Illinois 9,Jan Schakowsky,Democratic,1998.0,John Elleson,Republican,Illinois,9,IL,IL_9,R,0,0,,,,,,,,,
266,Illinois 9,Jan Schakowsky,Democratic,1998.0,Jan Schakowsky,Democratic,Illinois,9,IL,IL_9,D,1,20,Illinois 9,Jan Schakowsky,1999.0,1944.0,1.0,0.0,0.0,0.0,74.0
267,Illinois 10,Brad Schneider,Democratic,2016.0,Douglas Bennett,Republican,Illinois,10,IL,IL_10,R,0,0,,,,,,,,,
268,Illinois 10,Brad Schneider,Democratic,2016.0,Brad Schneider,Democratic,Illinois,10,IL,IL_10,D,1,2,Illinois 10,Brad Schneider,2017.0,1961.0,0.0,0.0,0.0,0.0,57.0
269,Illinois 11,Bill Foster,Democratic,2012.0,Bill Foster,Democratic,Illinois,11,IL,IL_11,D,1,6,Illinois 11,Bill Foster,2013.0,1955.0,0.0,0.0,0.0,0.0,63.0
270,Illinois 11,Bill Foster,Democratic,2012.0,Nick Stella,Republican,Illinois,11,IL,IL_11,R,0,0,,,,,,,,,
271,Illinois 12,Mike Bost,Republican,2014.0,Mike Bost,Republican,Illinois,12,IL,IL_12,R,1,4,Illinois 12,Mike Bost,2015.0,1960.0,0.0,0.0,0.0,0.0,58.0
272,Illinois 12,Mike Bost,Republican,2014.0,Brendan Kelly,Democratic,Illinois,12,IL,IL_12,D,0,0,,,,,,,,,
273,Illinois 13,Rodney Davis,Republican,2012.0,Rodney Davis,Republican,Illinois,13,IL,IL_13,R,1,6,Illinois 13,Rodney Davis,2013.0,1970.0,0.0,0.0,0.0,0.0,48.0
274,Illinois 13,Rodney Davis,Republican,2012.0,Betsy Dirksen Londrigan,Democratic,Illinois,13,IL,IL_13,D,0,0,,,,,,,,,
275,Illinois 14,Randy Hultgren,Republican,2010.0,Randy Hultgren,Republican,Illinois,14,IL,IL_14,R,1,8,Illinois 14,Randy Hultgren,2011.0,1966.0,0.0,0.0,0.0,0.0,52.0
276,Illinois 14,Randy Hultgren,Republican,2010.0,Lauren Underwood,Democratic,Illinois,14,IL,IL_14,D,0,0,,,,,,,,,
277,Illinois 15,John Shimkus,Republican,1996.0,Kevin Gaither,Democratic,Illinois,15,IL,IL_15,D,0,0,,,,,,,,,
278,Illinois 15,John Shimkus,Republican,1996.0,John Shimkus,Republican,Illinois,15,IL,IL_15,R,1,22,Illinois 15,John Shimkus,1997.0,1958.0,0.0,0.0,0.0,0.0,60.0
279,Illinois 16,Adam Kinzinger,Republican,2010.0,Sara Dady,Democratic,Illinois,16,IL,IL_16,D,0,0,,,,,,,,,
280,Illinois 16,Adam Kinzinger,Republican,2010.0,Adam Kinzinger,Republican,Illinois,16,IL,IL_16,R,1,8,Illinois 16,Adam Kinzinger,2011.0,1978.0,0.0,0.0,0.0,0.0,40.0
281,Illinois 17,Cheri Bustos,Democratic,2012.0,Cheri Bustos,Democratic,Illinois,17,IL,IL_17,D,1,6,Illinois 17,Cheri Bustos,2013.0,1961.0,1.0,0.0,0.0,0.0,57.0
282,Illinois 17,Cheri Bustos,Democratic,2012.0,Bill Fawell,Republican,Illinois,17,IL,IL_17,R,0,0,,,,,,,,,
283,Illinois 18,Darin LaHood,Republican,2015.0,Darin LaHood,Republican,Illinois,18,IL,IL_18,R,1,3,Illinois 18,Darin LaHood,2015.0,1968.0,0.0,0.0,0.0,0.0,50.0
284,Illinois 18,Darin LaHood,Republican,2015.0,Junius Rodriguez,Democratic,Illinois,18,IL,IL_18,D,0,0,,,,,,,,,
285,Indiana 1,Pete Visclosky,Democratic,1984.0,Mark Leyva,Republican,Indiana,1,IN,IN_1,R,0,0,,,,,,,,,
286,Indiana 1,Pete Visclosky,Democratic,1984.0,Pete Visclosky,Democratic,Indiana,1,IN,IN_1,D,1,34,Indiana 1,Pete Visclosky,1985.0,1949.0,0.0,0.0,0.0,0.0,69.0
287,Indiana 2,Jackie Walorski,Republican,2012.0,Mel Hall,Democratic,Indiana,2,IN,IN_2,D,0,0,,,,,,,,,
288,Indiana 2,Jackie Walorski,Republican,2012.0,Jackie Walorski,Republican,Indiana,2,IN,IN_2,R,1,6,Indiana 2,Jackie Walorski,2013.0,1963.0,1.0,0.0,0.0,0.0,55.0
289,Indiana 3,Jim Banks,Republican,2016.0,Jim Banks,Republican,Indiana,3,IN,IN_3,R,1,2,Indiana 3,Jim Banks,2017.0,1979.0,0.0,0.0,0.0,0.0,39.0
290,Indiana 3,Jim Banks,Republican,2016.0,Courtney Tritch,Democratic,Indiana,3,IN,IN_3,D,0,0,,,,,,,,,
291,Indiana 4,Todd Rokita,Republican,2010.0,Jim Baird,Republican,Indiana,4,IN,IN_4,R,0,0,,,,,,,,,
292,Indiana 4,Todd Rokita,Republican,2010.0,Tobi Beck,Democratic,Indiana,4,IN,IN_4,D,0,0,,,,,,,,,
293,Indiana 5,Susan Brooks,Republican,2012.0,Susan Brooks,Republican,Indiana,5,IN,IN_5,R,1,6,Indiana 5,Susan Brooks,2013.0,1960.0,1.0,0.0,0.0,0.0,58.0
294,Indiana 5,Susan Brooks,Republican,2012.0,Dee Thornton,Democratic,Indiana,5,IN,IN_5,D,0,0,,,,,,,,,
295,Indiana 6,Luke Messer,Republican,2012.0,Jeannine Lake,Democratic,Indiana,6,IN,IN_6,D,0,0,,,,,,,,,
296,Indiana 6,Luke Messer,Republican,2012.0,Greg Pence,Republican,Indiana,6,IN,IN_6,R,0,0,,,,,,,,,
297,Indiana 7,André Carson,Democratic,2008.0,André Carson,Democratic,Indiana,7,IN,IN_7,D,1,10,Indiana 7,André Carson,2008.0,1974.0,0.0,1.0,0.0,0.0,44.0
298,Indiana 7,André Carson,Democratic,2008.0,"Wayne ""Gunny"" Harmon",Republican,Indiana,7,IN,IN_7,R,0,0,,,,,,,,,
299,Indiana 8,Larry Bucshon,Republican,2010.0,Larry Bucshon,Republican,Indiana,8,IN,IN_8,R,1,8,Indiana 8,Larry Bucshon,2011.0,1962.0,0.0,0.0,0.0,0.0,56.0
300,Indiana 8,Larry Bucshon,Republican,2010.0,William Tanoos,Democratic,Indiana,8,IN,IN_8,D,0,0,,,,,,,,,
301,Indiana 9,Trey Hollingsworth,Republican,2016.0,Trey Hollingsworth,Republican,Indiana,9,IN,IN_9,R,1,2,Indiana 9,Trey Hollingsworth,2017.0,1983.0,0.0,0.0,0.0,0.0,35.0
302,Indiana 9,Trey Hollingsworth,Republican,2016.0,Liz Watson,Democratic,Indiana,9,IN,IN_9,D,0,0,,,,,,,,,
303,Iowa 1,Rod Blum,Republican,2014.0,Rod Blum,Republican,Iowa,1,IA,IA_1,R,1,4,Iowa 1,Rod Blum,2015.0,1955.0,0.0,0.0,0.0,0.0,63.0
304,Iowa 1,Rod Blum,Republican,2014.0,Abby Finkenauer,Democratic,Iowa,1,IA,IA_1,D,0,0,,,,,,,,,
305,Iowa 2,Dave Loebsack,Democratic,2006.0,Dave Loebsack,Democratic,Iowa,2,IA,IA_2,D,1,12,Iowa 2,Dave Loebsack,2007.0,1952.0,0.0,0.0,0.0,0.0,66.0
306,Iowa 2,Dave Loebsack,Democratic,2006.0,Christopher Peters,Republican,Iowa,2,IA,IA_2,R,0,0,,,,,,,,,
307,Iowa 3,David Young,Republican,2014.0,Cindy Axne,Democratic,Iowa,3,IA,IA_3,D,0,0,,,,,,,,,
308,Iowa 3,David Young,Republican,2014.0,David Young,Republican,Iowa,3,IA,IA_3,R,1,4,Iowa 3,David Young,2015.0,1968.0,0.0,0.0,0.0,0.0,50.0
309,Iowa 4,Steve King,Republican,2002.0,Steve King,Republican,Iowa,4,IA,IA_4,R,1,16,Iowa 4,Steve King,2003.0,1949.0,0.0,0.0,0.0,0.0,69.0
310,Iowa 4,Steve King,Republican,2002.0,J.D. Scholten,Democratic,Iowa,4,IA,IA_4,D,0,0,,,,,,,,,
311,Kansas 1,Roger Marshall,Republican,2016.0,Alan LaPolice,Democratic,Kansas,1,KS,KS_1,D,0,0,,,,,,,,,
312,Kansas 1,Roger Marshall,Republican,2016.0,Roger Marshall,Republican,Kansas,1,KS,KS_1,R,1,2,Kansas 1,Roger Marshall,2017.0,1960.0,0.0,0.0,0.0,0.0,58.0
313,Kansas 2,Lynn Jenkins,Republican,2008.0,Paul Davis,Democratic,Kansas,2,KS,KS_2,D,0,0,,,,,,,,,
314,Kansas 2,Lynn Jenkins,Republican,2008.0,Steve Watkins,Republican,Kansas,2,KS,KS_2,R,0,0,,,,,,,,,
315,Kansas 3,Kevin Yoder,Republican,2010.0,Sharice Davids,Democratic,Kansas,3,KS,KS_3,D,0,0,,,,,,,,,
316,Kansas 3,Kevin Yoder,Republican,2010.0,Kevin Yoder,Republican,Kansas,3,KS,KS_3,R,1,8,Kansas 3,Kevin Yoder,2011.0,1976.0,0.0,0.0,0.0,0.0,42.0
317,Kansas 4,Ron Estes,Republican,2017.0,Ron Estes,Republican,Kansas,4,KS,KS_4,R,1,1,Kansas 4,Ron Estes,2017.0,1956.0,0.0,0.0,0.0,0.0,62.0
318,Kansas 4,Ron Estes,Republican,2017.0,James Thompson,Democratic,Kansas,4,KS,KS_4,D,0,0,,,,,,,,,
319,Kentucky 1,James Comer,Republican,2016.0,James Comer,Republican,Kentucky,1,KY,KY_1,R,1,2,Kentucky 1,James Comer,2016.0,1972.0,0.0,0.0,0.0,0.0,46.0
320,Kentucky 1,James Comer,Republican,2016.0,Paul Walker,Democratic,Kentucky,1,KY,KY_1,D,0,0,,,,,,,,,
321,Kentucky 2,Brett Guthrie,Republican,2008.0,Brett Guthrie,Republican,Kentucky,2,KY,KY_2,R,1,10,Kentucky 2,Brett Guthrie,2009.0,1964.0,0.0,0.0,0.0,0.0,54.0
322,Kentucky 2,Brett Guthrie,Republican,2008.0,Hank Linderman,Democratic,Kentucky,2,KY,KY_2,D,0,0,,,,,,,,,
323,Kentucky 3,John Yarmuth,Democratic,2006.0,Vickie Glisson,Republican,Kentucky,3,KY,KY_3,R,0,0,,,,,,,,,
324,Kentucky 3,John Yarmuth,Democratic,2006.0,John Yarmuth,Democratic,Kentucky,3,KY,KY_3,D,1,12,Kentucky 3,John Yarmuth,2007.0,1947.0,0.0,0.0,0.0,0.0,71.0
325,Kentucky 4,Thomas Massie,Republican,2012.0,Seth Hall,Democratic,Kentucky,4,KY,KY_4,D,0,0,,,,,,,,,
