,Location,Incumbent,Inc_party,Inc_first_elected,Candidate,Cand_party,state_name,district_num,state_abb,dist_id,Cand_party_abb,is_incumbent,years_in_congress,District,Representative,Assumed office,Born,Female,Black,Hispanic,Asian,Age
649,Pennsylvania 13,"Bill Shuster
Redistricted from the 9th district",Republican,2002.0,John Joyce,Republican,Pennsylvania,13,PA,PA_13,R,0,0,,,,,,,,,
650,Pennsylvania 13,"Bill Shuster
Redistricted from the 9th district",Republican,2002.0,Brent Ottaway,Democratic,Pennsylvania,13,PA,PA_13,D,0,0,,,,,,,,,
651,Pennsylvania 14,,,,Bibiana Boerio,Democratic,Pennsylvania,14,PA,PA_14,D,0,0,,,,,,,,,
652,Pennsylvania 14,,,,Guy Reschenthaler,Republican,Pennsylvania,14,PA,PA_14,R,0,0,,,,,,,,,
653,Pennsylvania 15,"Glenn Thompson
Redistricted from the 5th district",Republican,2008.0,Susan Boser,Democratic,Pennsylvania,15,PA,PA_15,D,0,0,,,,,,,,,
654,Pennsylvania 15,"Glenn Thompson
Redistricted from the 5th district",Republican,2008.0,Glenn Thompson,Republican,Pennsylvania,15,PA,PA_15,R,0,0,Pennsylvania 5,Glenn Thompson,2009.0,1959.0,0.0,0.0,0.0,0.0,59.0
655,Pennsylvania 16,"Mike Kelly
Redistricted from the 3rd district",Republican,2010.0,Mike Kelly,Republican,Pennsylvania,16,PA,PA_16,R,0,0,Pennsylvania 3,Mike Kelly,2011.0,1948.0,0.0,0.0,0.0,0.0,70.0
656,Pennsylvania 16,"Mike Kelly
Redistricted from the 3rd district",Republican,2010.0,Ron DiNicola,Democratic,Pennsylvania,16,PA,PA_16,D,0,0,,,,,,,,,
657,Pennsylvania 17,"Keith Rothfus
Redistricted from the 12th district",Republican,2012.0,Conor Lamb,Democratic,Pennsylvania,17,PA,PA_17,D,0,0,Pennsylvania 18,Conor Lamb,2018.0,1984.0,0.0,0.0,0.0,0.0,34.0
658,Pennsylvania 17,"Keith Rothfus
Redistricted from the 12th district",Republican,2012.0,Keith Rothfus,Republican,Pennsylvania,17,PA,PA_17,R,0,0,Pennsylvania 12,Keith Rothfus,2013.0,1962.0,0.0,0.0,0.0,0.0,56.0
659,Pennsylvania 18,"Mike Doyle
Redistricted from the 14th district",Democratic,1994.0,Mike Doyle,Democratic,Pennsylvania,18,PA,PA_18,D,0,0,,,,,,,,,
660,Rhode Island 1,David Cicilline,Democratic,2010.0,David Cicilline,Democratic,Rhode Island,1,RI,RI_1,D,1,8,Rhode Island 1,David Cicilline,2011.0,1961.0,0.0,0.0,0.0,0.0,57.0
661,Rhode Island 1,David Cicilline,Democratic,2010.0,Patrick Donovan,Republican,Rhode Island,1,RI,RI_1,R,0,0,,,,,,,,,
662,Rhode Island 2,James Langevin,Democratic,2000.0,Sal Caiozzo,Republican,Rhode Island,2,RI,RI_2,R,0,0,,,,,,,,,
663,Rhode Island 2,James Langevin,Democratic,2000.0,James Langevin,Democratic,Rhode Island,2,RI,RI_2,D,1,18,,,,,,,,,
664,South Carolina 1,Mark Sanford,Republican,2013.0,Katie Arrington,Republican,South Carolina,1,SC,SC_1,R,0,0,,,,,,,,,
665,South Carolina 1,Mark Sanford,Republican,2013.0,Joe Cunningham,Democratic,South Carolina,1,SC,SC_1,D,0,0,,,,,,,,,
666,South Carolina 2,Joe Wilson,Republican,2001.0,Sean Carrigan,Democratic,South Carolina,2,SC,SC_2,D,0,0,,,,,,,,,
667,South Carolina 2,Joe Wilson,Republican,2001.0,Joe Wilson,Republican,South Carolina,2,SC,SC_2,R,1,17,South Carolina 2,Joe Wilson,2001.0,1947.0,0.0,0.0,0.0,0.0,71.0
668,South Carolina 3,Jeff Duncan,Republican,2010.0,Jeff Duncan,Republican,South Carolina,3,SC,SC_3,R,1,8,South Carolina 3,Jeff Duncan,2011.0,1966.0,0.0,0.0,0.0,0.0,52.0
669,South Carolina 3,Jeff Duncan,Republican,2010.0,Mary Geren,Democratic,South Carolina,3,SC,SC_3,D,0,0,,,,,,,,,
670,South Carolina 4,Trey Gowdy,Republican,2010.0,Brandon Brown,Democratic,South Carolina,4,SC,SC_4,D,0,0,,,,,,,,,
671,South Carolina 4,Trey Gowdy,Republican,2010.0,William Timmons,Republican,South Carolina,4,SC,SC_4,R,0,0,,,,,,,,,
672,South Carolina 5,Ralph Norman,Republican,2017.0,Ralph Norman,Republican,South Carolina,5,SC,SC_5,R,1,1,South Carolina 5,Ralph Norman,2017.0,1953.0,0.0,0.0,0.0,0.0,65.0
673,South Carolina 5,Ralph Norman,Republican,2017.0,Archie Parnell,Democratic,South Carolina,5,SC,SC_5,D,0,0,,,,,,,,,
674,South Carolina 6,Jim Clyburn,Democratic,1992.0,Jim Clyburn,Democratic,South Carolina,6,SC,SC_6,D,1,26,South Carolina 6,Jim Clyburn,1993.0,1940.0,0.0,1.0,0.0,0.0,78.0
675,South Carolina 6,Jim Clyburn,Democratic,1992.0,Gerhard Gressmann,Republican,South Carolina,6,SC,SC_6,R,0,0,,,,,,,,,
676,South Carolina 7,Tom Rice,Republican,2012.0,Tom Rice,Republican,South Carolina,7,SC,SC_7,R,1,6,South Carolina 7,Tom Rice,2013.0,1957.0,0.0,0.0,0.0,0.0,61.0
677,South Carolina 7,Tom Rice,Republican,2012.0,Robert Williams,Democratic,South Carolina,7,SC,SC_7,D,0,0,,,,,,,,,
678,South Dakota 1,Kristi Noem,Republican,2010.0,Tim Bjorkman,Democratic,South Dakota,1,SD,SD_1,D,0,0,,,,,,,,,
679,South Dakota 1,Kristi Noem,Republican,2010.0,Dusty Johnson,Republican,South Dakota,1,SD,SD_1,R,0,0,,,,,,,,,
680,Tennessee 1,Phil Roe,Republican,2008.0,Marty Olsen,Democratic,Tennessee,1,TN,TN_1,D,0,0,,,,,,,,,
681,Tennessee 1,Phil Roe,Republican,2008.0,Phil Roe,Republican,Tennessee,1,TN,TN_1,R,1,10,Tennessee 1,Phil Roe,2009.0,1945.0,0.0,0.0,0.0,0.0,73.0
682,Tennessee 2,Jimmy Duncan,Republican,1988.0,Tim Burchett,Republican,Tennessee,2,TN,TN_2,R,0,0,,,,,,,,,
683,Tennessee 2,Jimmy Duncan,Republican,1988.0,Renee Hoyos,Democratic,Tennessee,2,TN,TN_2,D,0,0,,,,,,,,,
684,Tennessee 3,Chuck Fleischmann,Republican,2010.0,Chuck Fleischmann,Republican,Tennessee,3,TN,TN_3,R,1,8,Tennessee 3,Chuck Fleischmann,2011.0,1962.0,0.0,0.0,0.0,0.0,56.0
685,Tennessee 3,Chuck Fleischmann,Republican,2010.0,Danielle Mitchell,Democratic,Tennessee,3,TN,TN_3,D,0,0,,,,,,,,,
686,Tennessee 4,Scott DesJarlais,Republican,2010.0,Scott DesJarlais,Republican,Tennessee,4,TN,TN_4,R,1,8,Tennessee 4,Scott DesJarlais,2011.0,1964.0,0.0,0.0,0.0,0.0,54.0
687,Tennessee 4,Scott DesJarlais,Republican,2010.0,Mariah Phillips,Democratic,Tennessee,4,TN,TN_4,D,0,0,,,,,,,,,
688,Tennessee 5,Jim Cooper,Democratic,2002.0,Jody Ball,Republican,Tennessee,5,TN,TN_5,R,0,0,,,,,,,,,
689,Tennessee 5,Jim Cooper,Democratic,2002.0,Jim Cooper,Democratic,Tennessee,5,TN,TN_5,D,1,16,Tennessee 5,Jim Cooper,2003.0,1954.0,0.0,0.0,0.0,0.0,64.0
690,Tennessee 6,Diane Black,Republican,2010.0,Dawn Barlow,Democratic,Tennessee,6,TN,TN_6,D,0,0,,,,,,,,,
691,Tennessee 6,Diane Black,Republican,2010.0,John Rose,Republican,Tennessee,6,TN,TN_6,R,0,0,,,,,,,,,
692,Tennessee 7,Marsha Blackburn,Republican,2002.0,Mark Green,Republican,Tennessee,7,TN,TN_7,R,0,0,,,,,,,,,
693,Tennessee 7,Marsha Blackburn,Republican,2002.0,Justin Kanew,Democratic,Tennessee,7,TN,TN_7,D,0,0,,,,,,,,,
694,Tennessee 8,David Kustoff,Republican,2016.0,John Boatner,Democratic,Tennessee,8,TN,TN_8,D,0,0,,,,,,,,,
695,Tennessee 8,David Kustoff,Republican,2016.0,David Kustoff,Republican,Tennessee,8,TN,TN_8,R,1,2,Tennessee 8,David Kustoff,2017.0,1966.0,0.0,0.0,0.0,0.0,52.0
696,Tennessee 8,David Kustoff,Republican,2016.0,Erika Stotts Pearson,Democratic,Tennessee,8,TN,TN_8,D,0,0,,,,,,,,,
697,Tennessee 9,Steve Cohen,Democratic,2006.0,Charlotte Bergmann,Republican,Tennessee,9,TN,TN_9,R,0,0,,,,,,,,,
698,Tennessee 9,Steve Cohen,Democratic,2006.0,Steve Cohen,Democratic,Tennessee,9,TN,TN_9,D,1,12,Tennessee 9,Steve Cohen,2007.0,1949.0,0.0,0.0,0.0,0.0,69.0
699,Texas 1,Louie Gohmert,Republican,2004.0,Louie Gohmert,Republican,Texas,1,TX,TX_1,R,1,14,Texas 1,Louie Gohmert,2005.0,1953.0,0.0,0.0,0.0,0.0,65.0
700,Texas 1,Louie Gohmert,Republican,2004.0,Shirley McKellar,Democratic,Texas,1,TX,TX_1,D,0,0,,,,,,,,,
701,Texas 2,Ted Poe,Republican,2004.0,Dan Crenshaw,Republican,Texas,2,TX,TX_2,R,0,0,,,,,,,,,
702,Texas 2,Ted Poe,Republican,2004.0,Todd Litton,Democratic,Texas,2,TX,TX_2,D,0,0,,,,,,,,,
703,Texas 3,Sam Johnson,Republican,1991.0,Lorie Burch,Democratic,Texas,3,TX,TX_3,D,0,0,,,,,,,,,
704,Texas 3,Sam Johnson,Republican,1991.0,Van Taylor,Republican,Texas,3,TX,TX_3,R,0,0,,,,,,,,,
705,Texas 4,John Ratcliffe,Republican,2014.0,Catherine Krantz,Democratic,Texas,4,TX,TX_4,D,0,0,,,,,,,,,
706,Texas 4,John Ratcliffe,Republican,2014.0,John Ratcliffe,Republican,Texas,4,TX,TX_4,R,1,4,Texas 4,John Ratcliffe,2015.0,1965.0,0.0,0.0,0.0,0.0,53.0
707,Texas 5,Jeb Hensarling,Republican,2002.0,Lance Gooden,Republican,Texas,5,TX,TX_5,R,0,0,,,,,,,,,
708,Texas 5,Jeb Hensarling,Republican,2002.0,Dan Wood,Democratic,Texas,5,TX,TX_5,D,0,0,,,,,,,,,
709,Texas 6,Joe Barton,Republican,1984.0,Jana Lynne Sanchez,Democratic,Texas,6,TX,TX_6,D,0,0,,,,,,,,,
710,Texas 6,Joe Barton,Republican,1984.0,Ron Wright,Republican,Texas,6,TX,TX_6,R,0,0,,,,,,,,,
711,Texas 7,John Culberson,Republican,2000.0,John Culberson,Republican,Texas,7,TX,TX_7,R,1,18,Texas 7,John Culberson,2001.0,1956.0,0.0,0.0,0.0,0.0,62.0
712,Texas 7,John Culberson,Republican,2000.0,Lizzie Pannill Fletcher,Democratic,Texas,7,TX,TX_7,D,0,0,,,,,,,,,
713,Texas 8,Kevin Brady,Republican,1996.0,Kevin Brady,Republican,Texas,8,TX,TX_8,R,1,22,Texas 8,Kevin Brady,1997.0,1955.0,0.0,0.0,0.0,0.0,63.0
714,Texas 8,Kevin Brady,Republican,1996.0,Steven David,Democratic,Texas,8,TX,TX_8,D,0,0,,,,,,,,,
715,Texas 9,Al Green,Democratic,2004.0,Al Green,Democratic,Texas,9,TX,TX_9,D,1,14,Texas 9,Al Green,2005.0,1947.0,0.0,1.0,0.0,0.0,71.0
716,Texas 10,Michael McCaul,Republican,2004.0,Michael McCaul,Republican,Texas,10,TX,TX_10,R,1,14,Texas 10,Michael McCaul,2005.0,1962.0,0.0,0.0,0.0,0.0,56.0
717,Texas 10,Michael McCaul,Republican,2004.0,Mike Siegel,Democratic,Texas,10,TX,TX_10,D,0,0,,,,,,,,,
718,Texas 11,Mike Conaway,Republican,2004.0,Mike Conaway,Republican,Texas,11,TX,TX_11,R,1,14,Texas 11,Mike Conaway,2005.0,1948.0,0.0,0.0,0.0,0.0,70.0
719,Texas 11,Mike Conaway,Republican,2004.0,Jennie Lou Leeder,Democratic,Texas,11,TX,TX_11,D,0,0,,,,,,,,,
720,Texas 12,Kay Granger,Republican,1996.0,Vanessa Adia,Democratic,Texas,12,TX,TX_12,D,0,0,,,,,,,,,
721,Texas 12,Kay Granger,Republican,1996.0,Kay Granger,Republican,Texas,12,TX,TX_12,R,1,22,Texas 12,Kay Granger,1997.0,1943.0,1.0,0.0,0.0,0.0,75.0
722,Texas 13,Mac Thornberry,Republican,1994.0,Greg Sagan,Democratic,Texas,13,TX,TX_13,D,0,0,,,,,,,,,
723,Texas 13,Mac Thornberry,Republican,1994.0,Mac Thornberry,Republican,Texas,13,TX,TX_13,R,1,24,Texas 13,Mac Thornberry,1995.0,1958.0,0.0,0.0,0.0,0.0,60.0
724,Texas 14,Randy Weber,Republican,2012.0,Adrienne Bell,Democratic,Texas,14,TX,TX_14,D,0,0,,,,,,,,,
725,Texas 14,Randy Weber,Republican,2012.0,Randy Weber,Republican,Texas,14,TX,TX_14,R,1,6,Texas 14,Randy Weber,2013.0,1953.0,0.0,0.0,0.0,0.0,65.0
726,Texas 15,Vicente González,Democratic,2016.0,Vicente González,Democratic,Texas,15,TX,TX_15,D,1,2,Texas 15,Vicente González,2017.0,1967.0,0.0,0.0,1.0,0.0,51.0
727,Texas 15,Vicente González,Democratic,2016.0,Tim Westley,Republican,Texas,15,TX,TX_15,R,0,0,,,,,,,,,
728,Texas 16,Beto O'Rourke,Democratic,2012.0,Veronica Escobar,Democratic,Texas,16,TX,TX_16,D,0,0,,,,,,,,,
729,Texas 16,Beto O'Rourke,Democratic,2012.0,Rick Seeberger,Republican,Texas,16,TX,TX_16,R,0,0,,,,,,,,,
730,Texas 17,Bill Flores,Republican,2010.0,Bill Flores,Republican,Texas,17,TX,TX_17,R,1,8,Texas 17,Bill Flores,2011.0,1954.0,0.0,0.0,0.0,0.0,64.0
731,Texas 17,Bill Flores,Republican,2010.0,Rick Kennedy,Democratic,Texas,17,TX,TX_17,D,0,0,,,,,,,,,
732,Texas 18,Sheila Jackson Lee,Democratic,1994.0,Sheila Jackson Lee,Democratic,Texas,18,TX,TX_18,D,1,24,Texas 18,Sheila Jackson Lee,1995.0,1950.0,1.0,1.0,0.0,0.0,68.0
733,Texas 18,Sheila Jackson Lee,Democratic,1994.0,Ava Pate,Republican,Texas,18,TX,TX_18,R,0,0,,,,,,,,,
734,Texas 19,Jodey Arrington,Republican,2016.0,Jodey Arrington,Republican,Texas,19,TX,TX_19,R,1,2,Texas 19,Jodey Arrington,2017.0,1972.0,0.0,0.0,0.0,0.0,46.0
735,Texas 19,Jodey Arrington,Republican,2016.0,Miguel Levario,Democratic,Texas,19,TX,TX_19,D,0,0,,,,,,,,,
736,Texas 20,Joaquín Castro,Democratic,2012.0,Joaquín Castro,Democratic,Texas,20,TX,TX_20,D,1,6,Texas 20,Joaquín Castro,2013.0,1974.0,0.0,0.0,1.0,0.0,44.0
737,Texas 21,Lamar Smith,Republican,1986.0,Joseph Kopser,Democratic,Texas,21,TX,TX_21,D,0,0,,,,,,,,,
738,Texas 21,Lamar Smith,Republican,1986.0,Chip Roy,Republican,Texas,21,TX,TX_21,R,0,0,,,,,,,,,
739,Texas 22,Pete Olson,Republican,2008.0,Sri Preston Kulkarni,Democratic,Texas,22,TX,TX_22,D,0,0,,,,,,,,,
740,Texas 22,Pete Olson,Republican,2008.0,Pete Olson,Republican,Texas,22,TX,TX_22,R,1,10,Texas 22,Pete Olson,2009.0,1962.0,0.0,0.0,0.0,0.0,56.0
741,Texas 23,Will Hurd,Republican,2014.0,Will Hurd,Republican,Texas,23,TX,TX_23,R,1,4,Texas 23,Will Hurd,2015.0,1977.0,0.0,1.0,0.0,0.0,41.0
742,Texas 23,Will Hurd,Republican,2014.0,Gina Ortiz Jones,Democratic,Texas,23,TX,TX_23,D,0,0,,,,,,,,,
743,Texas 24,Kenny Marchant,Republican,2004.0,Kenny Marchant,Republican,Texas,24,TX,TX_24,R,1,14,Texas 24,Kenny Marchant,2005.0,1951.0,0.0,0.0,0.0,0.0,67.0
744,Texas 24,Kenny Marchant,Republican,2004.0,Jan McDowell,Democratic,Texas,24,TX,TX_24,D,0,0,,,,,,,,,
745,Texas 25,Roger Williams,Republican,2012.0,Julie Oliver,Democratic,Texas,25,TX,TX_25,D,0,0,,,,,,,,,
746,Texas 25,Roger Williams,Republican,2012.0,Roger Williams,Republican,Texas,25,TX,TX_25,R,1,6,Texas 25,Roger Williams,2013.0,1949.0,0.0,0.0,0.0,0.0,69.0
747,Texas 26,Michael Burgess,Republican,2002.0,Michael Burgess,Republican,Texas,26,TX,TX_26,R,1,16,Texas 26,Michael Burgess,2003.0,1950.0,0.0,0.0,0.0,0.0,68.0
748,Texas 26,Michael Burgess,Republican,2002.0,Linsey Fagan,Democratic,Texas,26,TX,TX_26,D,0,0,,,,,,,,,
749,Texas 27,Michael Cloud,Republican,2018.0,Michael Cloud,Republican,Texas,27,TX,TX_27,R,1,0,Texas 27,Michael Cloud,2018.0,1975.0,0.0,0.0,0.0,0.0,43.0
750,Texas 27,Michael Cloud,Republican,2018.0,Eric Holguin,Democratic,Texas,27,TX,TX_27,D,0,0,,,,,,,,,
751,Texas 28,Henry Cuellar,Democratic,2004.0,Henry Cuellar,Democratic,Texas,28,TX,TX_28,D,1,14,Texas 28,Henry Cuellar,2005.0,1955.0,0.0,0.0,1.0,0.0,63.0
752,Texas 29,Gene Green,Democratic,1992.0,Phillip Aronoff,Republican,Texas,29,TX,TX_29,R,0,0,,,,,,,,,
753,Texas 29,Gene Green,Democratic,1992.0,Sylvia Garcia,Democratic,Texas,29,TX,TX_29,D,0,0,,,,,,,,,
754,Texas 30,Eddie Bernice Johnson,Democratic,1992.0,Eddie Bernice Johnson,Democratic,Texas,30,TX,TX_30,D,1,26,,,,,,,,,
755,Texas 31,John Carter,Republican,2002.0,John Carter,Republican,Texas,31,TX,TX_31,R,1,16,Texas 31,John Carter,2003.0,1941.0,0.0,0.0,0.0,0.0,77.0
756,Texas 31,John Carter,Republican,2002.0,Mary Jennings Hegar,Democratic,Texas,31,TX,TX_31,D,0,0,,,,,,,,,
757,Texas 32,Pete Sessions,Republican,1996.0,Colin Allred,Democratic,Texas,32,TX,TX_32,D,0,0,,,,,,,,,
758,Texas 32,Pete Sessions,Republican,1996.0,Pete Sessions,Republican,Texas,32,TX,TX_32,R,1,22,Texas 32,Pete Sessions,1997.0,1955.0,0.0,0.0,0.0,0.0,63.0
759,Texas 33,Marc Veasey,Democratic,2012.0,Willie Billups,Republican,Texas,33,TX,TX_33,R,0,0,,,,,,,,,
760,Texas 33,Marc Veasey,Democratic,2012.0,Marc Veasey,Democratic,Texas,33,TX,TX_33,D,1,6,Texas 33,Marc Veasey,2013.0,1971.0,0.0,1.0,0.0,0.0,47.0
761,Texas 34,Filemon Vela Jr.,Democratic,2012.0,Rey Gonzalez,Republican,Texas,34,TX,TX_34,R,0,0,,,,,,,,,
762,Texas 34,Filemon Vela Jr.,Democratic,2012.0,Filemon Vela Jr.,Democratic,Texas,34,TX,TX_34,D,1,6,Texas 34,Filemon Vela Jr.,2013.0,1963.0,0.0,0.0,1.0,0.0,55.0
763,Texas 35,Lloyd Doggett,Democratic,1994.0,Lloyd Doggett,Democratic,Texas,35,TX,TX_35,D,1,24,Texas 35,Lloyd Doggett,1995.0,1946.0,0.0,0.0,0.0,0.0,72.0
764,Texas 35,Lloyd Doggett,Democratic,1994.0,David Smalling,Republican,Texas,35,TX,TX_35,R,0,0,,,,,,,,,
765,Texas 36,Brian Babin,Republican,2014.0,Brian Babin,Republican,Texas,36,TX,TX_36,R,1,4,Texas 36,Brian Babin,2015.0,1948.0,0.0,0.0,0.0,0.0,70.0
766,Texas 36,Brian Babin,Republican,2014.0,Dayna Steele,Democratic,Texas,36,TX,TX_36,D,0,0,,,,,,,,,
767,Utah 1,Rob Bishop,Republican,2002.0,Rob Bishop,Republican,Utah,1,UT,UT_1,R,1,16,Utah 1,Rob Bishop,2003.0,1951.0,0.0,0.0,0.0,0.0,67.0
768,Utah 1,Rob Bishop,Republican,2002.0,Lee Castillo,Democratic,Utah,1,UT,UT_1,D,0,0,,,,,,,,,
769,Utah 2,Chris Stewart,Republican,2012.0,Shireen Ghorbani,Democratic,Utah,2,UT,UT_2,D,0,0,,,,,,,,,
770,Utah 2,Chris Stewart,Republican,2012.0,Chris Stewart,Republican,Utah,2,UT,UT_2,R,1,6,Utah 2,Chris Stewart,2013.0,1960.0,0.0,0.0,0.0,0.0,58.0
771,Utah 3,John Curtis,Republican,2017.0,John Curtis,Republican,Utah,3,UT,UT_3,R,1,1,Utah 3,John Curtis,2017.0,1960.0,0.0,0.0,0.0,0.0,58.0
772,Utah 3,John Curtis,Republican,2017.0,James Singer,Democratic,Utah,3,UT,UT_3,D,0,0,,,,,,,,,
773,Utah 4,Mia Love,Republican,2014.0,Mia Love,Republican,Utah,4,UT,UT_4,R,1,4,Utah 4,Mia Love,2015.0,1975.0,1.0,1.0,0.0,0.0,43.0
774,Utah 4,Mia Love,Republican,2014.0,Ben McAdams,Democratic,Utah,4,UT,UT_4,D,0,0,,,,,,,,,
775,Vermont 1,Peter Welch,Democratic,2006.0,Anya Tynio,Republican,Vermont,1,VT,VT_1,R,0,0,,,,,,,,,
776,Vermont 1,Peter Welch,Democratic,2006.0,Peter Welch,Democratic,Vermont,1,VT,VT_1,D,1,12,Vermont at large,Peter Welch,2007.0,1947.0,0.0,0.0,0.0,0.0,71.0
777,Virginia 1,Rob Wittman,Republican,2007.0,Vangie Williams,Democratic,Virginia,1,VA,VA_1,D,0,0,,,,,,,,,
778,Virginia 1,Rob Wittman,Republican,2007.0,Rob Wittman,Republican,Virginia,1,VA,VA_1,R,1,11,Virginia 1,Rob Wittman,2007.0,1959.0,0.0,0.0,0.0,0.0,59.0
779,Virginia 2,Scott Taylor,Republican,2016.0,Elaine Luria,Democratic,Virginia,2,VA,VA_2,D,0,0,,,,,,,,,
780,Virginia 2,Scott Taylor,Republican,2016.0,Scott Taylor,Republican,Virginia,2,VA,VA_2,R,1,2,Virginia 2,Scott Taylor,2017.0,1979.0,0.0,0.0,0.0,0.0,39.0
781,Virginia 3,Bobby Scott,Democratic,1992.0,Bobby Scott,Democratic,Virginia,3,VA,VA_3,D,1,26,Virginia 3,Bobby Scott,1993.0,1947.0,0.0,1.0,0.0,0.0,71.0
782,Virginia 4,Donald McEachin,Democratic,2016.0,Ryan McAdams,Republican,Virginia,4,VA,VA_4,R,0,0,,,,,,,,,
783,Virginia 4,Donald McEachin,Democratic,2016.0,Donald McEachin,Democratic,Virginia,4,VA,VA_4,D,1,2,Virginia 4,Donald McEachin,2017.0,1961.0,0.0,1.0,0.0,0.0,57.0
784,Virginia 5,Tom Garrett,Republican,2016.0,Leslie Cockburn,Democratic,Virginia,5,VA,VA_5,D,0,0,,,,,,,,,
785,Virginia 5,Tom Garrett,Republican,2016.0,Denver Riggleman,Republican,Virginia,5,VA,VA_5,R,0,0,,,,,,,,,
786,Virginia 6,Bob Goodlatte,Republican,1992.0,Ben Cline,Republican,Virginia,6,VA,VA_6,R,0,0,,,,,,,,,
787,Virginia 6,Bob Goodlatte,Republican,1992.0,Jennifer Lewis,Democratic,Virginia,6,VA,VA_6,D,0,0,,,,,,,,,
788,Virginia 7,Dave Brat,Republican,2014.0,Dave Brat,Republican,Virginia,7,VA,VA_7,R,1,4,Virginia 7,Dave Brat,2014.0,1964.0,0.0,0.0,0.0,0.0,54.0
789,Virginia 7,Dave Brat,Republican,2014.0,Abigail Spanberger,Democratic,Virginia,7,VA,VA_7,D,0,0,,,,,,,,,
790,Virginia 8,Don Beyer,Democratic,2014.0,Don Beyer,Democratic,Virginia,8,VA,VA_8,D,1,4,Virginia 8,Don Beyer,2015.0,1950.0,0.0,0.0,0.0,0.0,68.0
791,Virginia 8,Don Beyer,Democratic,2014.0,Thomas Oh,Republican,Virginia,8,VA,VA_8,R,0,0,,,,,,,,,
792,Virginia 9,Morgan Griffith,Republican,2010.0,Anthony Flaccavento,Democratic,Virginia,9,VA,VA_9,D,0,0,,,,,,,,,
793,Virginia 9,Morgan Griffith,Republican,2010.0,Morgan Griffith,Republican,Virginia,9,VA,VA_9,R,1,8,Virginia 9,Morgan Griffith,2011.0,1958.0,0.0,0.0,0.0,0.0,60.0
794,Virginia 10,Barbara Comstock,Republican,2014.0,Barbara Comstock,Republican,Virginia,10,VA,VA_10,R,1,4,Virginia 10,Barbara Comstock,2015.0,1959.0,1.0,0.0,0.0,0.0,59.0
795,Virginia 10,Barbara Comstock,Republican,2014.0,Jennifer Wexton,Democratic,Virginia,10,VA,VA_10,D,0,0,,,,,,,,,
796,Virginia 11,Gerry Connolly,Democratic,2008.0,Gerry Connolly,Democratic,Virginia,11,VA,VA_11,D,1,10,Virginia 11,Gerry Connolly,2009.0,1950.0,0.0,0.0,0.0,0.0,68.0
797,Virginia 11,Gerry Connolly,Democratic,2008.0,Jeff Dove,Republican,Virginia,11,VA,VA_11,R,0,0,,,,,,,,,
798,Washington 1,Suzan DelBene,Democratic,2012.0,Jeffrey Beeler,Republican,Washington,1,WA,WA_1,R,0,0,,,,,,,,,
799,Washington 1,Suzan DelBene,Democratic,2012.0,Suzan DelBene,Democratic,Washington,1,WA,WA_1,D,1,6,Washington 1,Suzan DelBene,2012.0,1962.0,1.0,0.0,0.0,0.0,56.0
800,Washington 2,Rick Larsen,Democratic,2000.0,Rick Larsen,Democratic,Washington,2,WA,WA_2,D,1,18,Washington 2,Rick Larsen,2001.0,1965.0,0.0,0.0,0.0,0.0,53.0
801,Washington 3,Jaime Herrera Beutler,Republican,2010.0,Jaime Herrera Beutler,Republican,Washington,3,WA,WA_3,R,1,8,Washington 3,Jaime Herrera Beutler,2011.0,1978.0,1.0,0.0,1.0,0.0,40.0
802,Washington 3,Jaime Herrera Beutler,Republican,2010.0,Carolyn Long,Democratic,Washington,3,WA,WA_3,D,0,0,,,,,,,,,
803,Washington 4,Dan Newhouse,Republican,2014.0,Christine Brown,Democratic,Washington,4,WA,WA_4,D,0,0,,,,,,,,,
804,Washington 4,Dan Newhouse,Republican,2014.0,Dan Newhouse,Republican,Washington,4,WA,WA_4,R,1,4,Washington 4,Dan Newhouse,2015.0,1955.0,0.0,0.0,0.0,0.0,63.0
805,Washington 5,Cathy McMorris Rodgers,Republican,2004.0,Lisa Brown,Democratic,Washington,5,WA,WA_5,D,0,0,,,,,,,,,
806,Washington 5,Cathy McMorris Rodgers,Republican,2004.0,Cathy McMorris Rodgers,Republican,Washington,5,WA,WA_5,R,1,14,Washington 5,Cathy McMorris Rodgers,2005.0,1969.0,1.0,0.0,0.0,0.0,49.0
807,Washington 6,Derek Kilmer,Democratic,2012.0,Douglas Dightman,Republican,Washington,6,WA,WA_6,R,0,0,,,,,,,,,
808,Washington 6,Derek Kilmer,Democratic,2012.0,Derek Kilmer,Democratic,Washington,6,WA,WA_6,D,1,6,Washington 6,Derek Kilmer,2013.0,1974.0,0.0,0.0,0.0,0.0,44.0
809,Washington 7,Pramila Jayapal,Democratic,2016.0,Pramila Jayapal,Democratic,Washington,7,WA,WA_7,D,1,2,Washington 7,Pramila Jayapal,2017.0,1965.0,1.0,0.0,0.0,1.0,53.0
810,Washington 7,Pramila Jayapal,Democratic,2016.0,Craig Keller,Republican,Washington,7,WA,WA_7,R,0,0,,,,,,,,,
811,Washington 8,Dave Reichert,Republican,2004.0,Dino Rossi,Republican,Washington,8,WA,WA_8,R,0,0,,,,,,,,,
812,Washington 8,Dave Reichert,Republican,2004.0,Kim Schrier,Democratic,Washington,8,WA,WA_8,D,0,0,,,,,,,,,
