year,dist_id,congress,icpsr,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,age,dem_incumbent,dem_prior_vote_share,president,house,senate,median_HH_income,median_age,mortgage_cost,unemp_rate,bachelor_deg_perc,black_perc,HS_diploma_perc,white_perc,redistricted,dem_won_2016,dem_vote_share_2016
2012,CO_2,112.0,20904.0,-0.278,-0.6920000000000001,-0.256,-0.607,37.0,1,0.6023710868358911,1,0.443678161,0.5204081629999999,30921.0,37.5,1262.0,6.9,0.2076461285220928,0.007349460456809649,0.1011979687785775,0.9042041872424664,1.0,1.0,0.6048105891542066
2014,CO_2,113.0,20904.0,-0.278,-0.6920000000000001,-0.247,-0.7190000000000001,39.0,1,0.5907392355755077,1,0.462068966,0.540816327,31673.0,37.5,1283.0,4.8,0.20704538598262293,0.008907944277354285,0.10747648294875026,0.9082681551113264,0.0,1.0,0.6048105891542066
2016,CO_2,114.0,20904.0,-0.278,-0.6920000000000001,-0.254,-0.967,41.0,1,0.5674312390697943,1,0.432183908,0.448979592,32717.0,37.7,1368.0,4.7,0.21502109599611685,0.009747719267676454,0.10764683186677786,0.8985911110557955,0.0,1.0,0.6048105891542066
2006,CO_3,109.0,20502.0,-0.277,0.561,-0.26,0.564,53.0,1,0.5205577937845061,0,0.464367816,0.484848485,21725.0,37.5,803.0,5.2,0.10937839575987404,0.0076478980477383786,0.2034388190332572,0.8805298679026309,0.0,0.0,0.4249494556984124
2008,CO_3,110.0,20502.0,-0.277,0.561,-0.272,0.469,55.0,1,0.6275779931282077,0,0.535632184,0.5,24314.0,37.8,852.0,5.0,0.11043087691619544,0.01026210452455774,0.19039269234122036,0.8804045392770942,0.0,0.0,0.4249494556984124
2010,CO_3,111.0,20502.0,-0.277,0.561,-0.278,0.456,57.0,1,0.6161251540653571,1,0.590804598,0.581632653,22920.0,39.3,861.0,10.6,0.1203815447128016,0.005884175543391375,0.18663688029756187,0.8708127066500096,0.0,0.0,0.4249494556984124
2012,CO_3,112.0,21111.0,0.454,-0.035,0.411,-0.035,56.0,0,0.4773377004104244,1,0.443678161,0.5204081629999999,24498.0,39.6,905.0,8.8,0.1260602661528338,0.011273874209051862,0.18053746990995892,0.8749836882130333,1.0,0.0,0.4249494556984124
2014,CO_3,113.0,21111.0,0.454,-0.035,0.473,-0.045,58.0,0,0.43493336586258413,1,0.462068966,0.540816327,25639.0,38.9,892.0,6.7,0.139453609152033,0.009022880082482369,0.18307082295905494,0.8816235425738448,0.0,0.0,0.4249494556984124
2016,CO_3,114.0,21111.0,0.454,-0.035,0.526,-0.08199999999999999,60.0,0,0.3810688182249644,1,0.432183908,0.448979592,26431.0,40.2,907.0,6.3,0.13064831009633948,0.009945550785171495,0.19125371383205148,0.8875804578936459,0.0,0.0,0.4249494556984124
2006,CO_4,109.0,20311.0,0.565,0.223,0.622,0.201,57.0,0,0.4673019776616457,0,0.464367816,0.484848485,24219.0,33.8,961.0,5.3,0.12585673763603591,0.007212645222385053,0.17278686095977855,0.8782375931899615,0.0,0.0,0.3324853713105585
2008,CO_4,110.0,20311.0,0.565,0.223,0.536,0.104,59.0,0,0.4859846355630504,0,0.535632184,0.5,25672.0,34.1,980.0,4.8,0.1379207997031914,0.010475103778009564,0.14847290571426572,0.9022911664438268,0.0,0.0,0.3324853713105585
2010,CO_4,111.0,20905.0,-0.19,0.385,-0.189,0.404,54.0,1,0.5619707536557931,1,0.590804598,0.581632653,25258.0,35.1,971.0,9.4,0.13571858203400725,0.013483970019143143,0.15287600350454136,0.8963001820933317,0.0,0.0,0.3324853713105585
2012,CO_4,112.0,21112.0,0.454,-0.015,0.508,0.092,38.0,0,0.4407280854273992,1,0.443678161,0.5204081629999999,28842.0,36.3,1123.0,6.9,0.13957651481196115,0.016214144789848492,0.15472768117688634,0.8869600306571103,1.0,0.0,0.3324853713105585
2014,CO_4,113.0,21112.0,0.454,-0.015,0.426,0.094,40.0,0,0.3861193470961247,1,0.462068966,0.540816327,30986.0,36.8,1162.0,5.1,0.14102587465928704,0.016074361984895383,0.1614243949172266,0.8896090034129871,0.0,0.0,0.3324853713105585
2016,CO_4,114.0,21510.0,0.763,-0.487,0.7290000000000001,-0.521,57.0,0,0.3112308052591081,1,0.432183908,0.448979592,32335.0,37.1,1243.0,4.5,0.15029227127197062,0.014355972838625044,0.16272950708437414,0.9195801647575632,0.0,0.0,0.3324853713105585
2006,CO_5,109.0,15419.0,0.591,0.13,0.677,0.054000000000000006,71.0,0,0.2770733385434,0,0.464367816,0.484848485,25802.0,35.2,1026.0,6.2,0.13455985855932315,0.05414342049330672,0.15938110878547232,0.8170949650001986,0.0,0.0,0.3312638488851184
2008,CO_5,110.0,20704.0,0.691,0.18600000000000005,0.732,0.048,54.0,0,0.4036430489368393,0,0.535632184,0.5,27700.0,35.7,1082.0,5.9,0.1344002649330828,0.05554235689653931,0.15607582269641404,0.8290245711035759,0.0,0.0,0.3312638488851184
2010,CO_5,111.0,20704.0,0.691,0.18600000000000005,0.711,0.095,56.0,0,0.381579524852888,1,0.590804598,0.581632653,26332.0,35.7,1034.0,10.4,0.13273144261737418,0.0588023088023088,0.1512106398037957,0.8227961307809216,0.0,0.0,0.3312638488851184
2012,CO_5,112.0,20704.0,0.691,0.18600000000000005,0.701,0.312,58.0,0,0.30805277360233263,1,0.443678161,0.5204081629999999,26840.0,35.3,1073.0,9.3,0.13490224357675884,0.0604850144629271,0.1530355941953832,0.8304096884056209,1.0,0.0,0.3312638488851184
2014,CO_5,113.0,20704.0,0.691,0.18600000000000005,0.622,0.181,60.0,0,0.0,1,0.462068966,0.540816327,27806.0,35.3,1080.0,7.2,0.1345226310579414,0.05346969186377135,0.14703605804671538,0.8079690494745045,0.0,0.0,0.3312638488851184
2016,CO_5,114.0,20704.0,0.691,0.18600000000000005,0.653,0.231,62.0,0,0.4020201251640638,1,0.432183908,0.448979592,30980.0,35.5,1131.0,5.8,0.14903950623873008,0.05887622801767355,0.14055600243475033,0.8170823913924713,0.0,0.0,0.3312638488851184
2006,CO_6,109.0,29907.0,0.75,-0.022,0.7909999999999999,-0.189,61.0,0,0.3966277988248905,0,0.464367816,0.484848485,39729.0,37.1,1582.0,4.2,0.20366499246137715,0.02593742741642064,0.11785223762168867,0.8865568162442219,0.0,0.0,0.4556048613912579
2008,CO_6,110.0,29907.0,0.75,-0.022,0.726,-0.084,63.0,0,0.4048041137425837,0,0.535632184,0.5,40470.0,37.8,1612.0,4.5,0.21104621891048236,0.02692578793676367,0.11710804551404692,0.8862161413754909,0.0,0.0,0.4556048613912579
2010,CO_6,111.0,20906.0,0.4920000000000001,-0.215,0.564,-0.105,55.0,0,0.3933076350129137,1,0.590804598,0.581632653,39539.0,38.8,1583.0,7.0,0.21302351433402936,0.022044145361337638,0.1182726461783159,0.8892470276755262,0.0,0.0,0.4556048613912579
2012,CO_6,112.0,20906.0,0.4920000000000001,-0.215,0.486,-0.154,57.0,0,0.32383535735616165,1,0.443678161,0.5204081629999999,32281.0,35.6,1261.0,7.7,0.16745026834850435,0.09524802028679956,0.13014067420474115,0.7618973181182337,1.0,0.0,0.4556048613912579
2014,CO_6,113.0,20906.0,0.4920000000000001,-0.215,0.458,-0.299,59.0,0,0.489090767432801,1,0.462068966,0.540816327,35112.0,35.8,1292.0,5.1,0.1836885451624004,0.09138306212692407,0.12768608192339634,0.7439745085812313,0.0,0.0,0.4556048613912579
2016,CO_6,114.0,20906.0,0.4920000000000001,-0.215,0.461,-0.237,61.0,0,0.4530715097173617,1,0.432183908,0.448979592,35759.0,36.6,1421.0,4.0,0.17515849974064795,0.09433653815424932,0.14429683639680124,0.7179835440517426,0.0,0.0,0.4556048613912579
2006,CO_7,109.0,20312.0,0.523,-0.102,0.541,-0.045,58.0,0,0.4388547871041445,0,0.464367816,0.484848485,26726.0,35.1,1029.0,6.7,0.11459390015003615,0.06504097140809223,0.17815121456383218,0.7659800640235198,0.0,1.0,0.580989110707804
2008,CO_7,110.0,20705.0,-0.282,0.081,-0.268,0.162,55.0,1,0.5663445765141235,0,0.535632184,0.5,27449.0,35.6,1082.0,5.4,0.12906541684385067,0.06825433731143288,0.17493338391363006,0.7738372395395153,0.0,1.0,0.580989110707804
2010,CO_7,111.0,20705.0,-0.282,0.081,-0.355,0.333,57.0,1,0.6348171074434461,1,0.590804598,0.581632653,26494.0,35.3,1052.0,11.6,0.1260145891622945,0.07104665673625322,0.17595838066486622,0.7632244671242908,0.0,1.0,0.580989110707804
2012,CO_7,112.0,20705.0,-0.282,0.081,-0.261,0.13699999999999998,59.0,1,0.5613897843970642,1,0.443678161,0.5204081629999999,30298.0,36.1,1125.0,8.2,0.1351251362216113,0.012112162160350765,0.17096566210070144,0.8738718571847935,1.0,1.0,0.580989110707804
2014,CO_7,113.0,20705.0,-0.282,0.081,-0.282,0.067,61.0,1,0.5674813234388509,1,0.462068966,0.540816327,31134.0,36.3,1158.0,5.0,0.12767712078795554,0.01636128115392545,0.17406001729747111,0.8808302786137646,0.0,1.0,0.580989110707804
2016,CO_7,114.0,20705.0,-0.282,0.081,-0.315,0.032,63.0,1,0.5507295378293323,1,0.432183908,0.448979592,33065.0,35.9,1283.0,4.1,0.14738684075910516,0.01794062083740624,0.167390082200939,0.8731684587450556,0.0,1.0,0.580989110707804
2006,CT_1,109.0,29908.0,-0.399,-0.055,-0.446,-0.051,58.0,1,0.7298084088648069,0,0.464367816,0.484848485,29157.0,39.1,1081.0,7.0,0.11871812501525117,0.13790376176853505,0.2066467910780904,0.7293254883610103,0.0,1.0,0.638962059481713
2008,CT_1,110.0,29908.0,-0.399,-0.055,-0.444,-0.02,60.0,1,0.7445904340661723,0,0.535632184,0.5,31557.0,40.0,1186.0,6.5,0.13292227764813347,0.13505034718505354,0.1951629593154781,0.7233081418998479,0.0,1.0,0.638962059481713
2010,CT_1,111.0,29908.0,-0.399,-0.055,-0.461,-0.031,62.0,1,0.716752716940664,1,0.590804598,0.581632653,30795.0,39.9,1180.0,11.1,0.13770744237808932,0.1468415563690322,0.1956660203960216,0.7177915742173009,0.0,1.0,0.638962059481713
2012,CT_1,112.0,29908.0,-0.399,-0.055,-0.425,0.002,64.0,1,0.6082455012254561,1,0.443678161,0.5204081629999999,32127.0,40.8,1218.0,10.1,0.13320477187708935,0.15079540494095936,0.19348591257452605,0.7271573183332689,1.0,1.0,0.638962059481713
2014,CT_1,113.0,29908.0,-0.399,-0.055,-0.388,-0.057,66.0,1,0.7008260618328905,1,0.462068966,0.540816327,32490.0,40.9,1235.0,9.2,0.14718962886931336,0.15290106228162062,0.18975541510534935,0.7069508791417383,0.0,1.0,0.638962059481713
2016,CT_1,114.0,29908.0,-0.399,-0.055,-0.368,-0.049,68.0,1,0.6184751430554409,1,0.432183908,0.448979592,36068.0,40.2,1241.0,6.1,0.1474747389681681,0.15520568845171875,0.19463942587734626,0.6919648935169784,0.0,1.0,0.638962059481713
2006,CT_2,109.0,20109.0,0.171,-0.5660000000000001,0.15,-0.466,63.0,0,0.4578495380325006,0,0.464367816,0.484848485,30493.0,39.1,1199.0,5.7,0.12131714544896187,0.03891205869075131,0.2095853635410313,0.8787437077123599,0.0,1.0,0.6262127596608813
2008,CT_2,110.0,20706.0,-0.344,0.017,-0.328,-0.096,55.0,1,0.5001711954391885,0,0.535632184,0.5,33030.0,39.3,1328.0,5.4,0.13014647014359187,0.03845417620848697,0.20612287955020825,0.8840506406933544,0.0,1.0,0.6262127596608813
2010,CT_2,111.0,20706.0,-0.344,0.017,-0.353,0.142,57.0,1,0.6555057023698929,1,0.590804598,0.581632653,32086.0,40.7,1313.0,9.0,0.11935572460385027,0.03711311894103754,0.2056971411309148,0.8782563919479307,0.0,1.0,0.6262127596608813
2012,CT_2,112.0,20706.0,-0.344,0.017,-0.3720000000000001,0.13,59.0,1,0.5955723519291171,1,0.443678161,0.5204081629999999,31773.0,41.3,1274.0,7.8,0.12744661545657945,0.03709866489328728,0.20834343070012792,0.8790387118953555,1.0,1.0,0.6262127596608813
2014,CT_2,113.0,20706.0,-0.344,0.017,-0.342,-0.043,61.0,1,0.6825654753969598,1,0.462068966,0.540816327,31812.0,41.9,1264.0,6.4,0.13076570277350247,0.04327249091865762,0.2058503259716544,0.8615035495316532,0.0,1.0,0.6262127596608813
2016,CT_2,114.0,20706.0,-0.344,0.017,-0.331,-0.006999999999999999,63.0,1,0.6189288694250251,1,0.432183908,0.448979592,33586.0,41.9,1233.0,6.1,0.13986701350573166,0.04072144038443536,0.20348380361798155,0.8638845786160667,0.0,1.0,0.6262127596608813
2006,CT_3,109.0,29109.0,-0.416,-0.121,-0.431,-0.191,63.0,1,0.7436600716091298,0,0.464367816,0.484848485,29019.0,38.2,1193.0,6.6,0.11230108648903993,0.12923226611578406,0.22140263549385544,0.7740511728582206,0.0,1.0,0.6674789974310907
2008,CT_3,110.0,29109.0,-0.416,-0.121,-0.422,-0.008,65.0,1,0.7721715206701502,0,0.535632184,0.5,31348.0,37.9,1283.0,6.7,0.1228353300786626,0.13353952686552029,0.2038143389010416,0.772776659085312,0.0,1.0,0.6674789974310907
2010,CT_3,111.0,29109.0,-0.416,-0.121,-0.448,-0.052000000000000005,67.0,1,0.7775419223525123,1,0.590804598,0.581632653,29695.0,39.5,1324.0,11.3,0.11941195897939655,0.13231628657966865,0.21672015830136535,0.7736471132865317,0.0,1.0,0.6674789974310907
2012,CT_3,112.0,29109.0,-0.416,-0.121,-0.449,-0.024,69.0,1,0.6448279663169599,1,0.443678161,0.5204081629999999,30626.0,40.3,1319.0,10.7,0.1307471143344087,0.1327167513203447,0.20790831009919786,0.7517036026246852,1.0,1.0,0.6674789974310907
2014,CT_3,113.0,29109.0,-0.416,-0.121,-0.421,-0.191,71.0,1,0.7278368630693752,1,0.462068966,0.540816327,31733.0,39.4,1344.0,8.1,0.1313492911096748,0.13177787086018314,0.20895412670981128,0.7481351926389694,0.0,1.0,0.6674789974310907
2016,CT_3,114.0,29109.0,-0.416,-0.121,-0.424,-0.075,73.0,1,0.6517950697623118,1,0.432183908,0.448979592,34043.0,39.5,1367.0,6.6,0.1299566903991009,0.13995722026543514,0.21459307659915053,0.7262975450456103,0.0,1.0,0.6674789974310907
2006,CT_4,109.0,15449.0,0.129,-0.992,0.107,-0.942,61.0,0,0.4756555466155021,0,0.464367816,0.484848485,32804.0,39.0,1671.0,5.3,0.16545918242444402,0.11175673476676186,0.15544793561236084,0.7667791347874986,0.0,1.0,0.6088587322993931
2008,CT_4,110.0,15449.0,0.129,-0.992,0.19,-0.867,63.0,0,0.4828607496601282,0,0.535632184,0.5,37420.0,39.5,1888.0,7.3,0.17222956743047105,0.11645316918981867,0.1455168448487714,0.7780458049132146,0.0,1.0,0.6088587322993931
2010,CT_4,111.0,20907.0,-0.241,-0.252,-0.195,-0.266,44.0,1,0.5042049432982556,1,0.590804598,0.581632653,34124.0,39.6,1804.0,10.5,0.176437209131626,0.12215448330766655,0.1440688612569325,0.7503186583460255,0.0,1.0,0.6088587322993931
2012,CT_4,112.0,20907.0,-0.241,-0.252,-0.252,-0.238,46.0,1,0.5204816332669098,1,0.443678161,0.5204081629999999,36496.0,39.3,1814.0,10.3,0.18287136159513376,0.12171980851367525,0.141512127101244,0.7389708708016294,1.0,1.0,0.6088587322993931
2014,CT_4,113.0,20907.0,-0.241,-0.252,-0.275,-0.239,48.0,1,0.5874525582554779,1,0.462068966,0.540816327,37161.0,38.9,1897.0,8.5,0.1826942172206724,0.12090946549313375,0.13735468748944565,0.7248461595617489,0.0,1.0,0.6088587322993931
2016,CT_4,114.0,20907.0,-0.241,-0.252,-0.26,-0.207,50.0,1,0.5347871947682085,1,0.432183908,0.448979592,37106.0,39.8,1894.0,7.3,0.18514503685480205,0.1258729038362033,0.13759763211821935,0.7328064395899349,0.0,1.0,0.6088587322993931
2006,CT_5,109.0,15028.0,0.122,-0.513,0.224,-0.633,71.0,0,0.38968321327791205,0,0.464367816,0.484848485,30572.0,40.0,1197.0,6.1,0.13358044184377146,0.0571525591778078,0.21168612156649794,0.8452228633161349,0.0,1.0,0.5669194414682437
2008,CT_5,110.0,20707.0,-0.306,-0.177,-0.316,-0.094,35.0,1,0.0,0,0.535632184,0.5,32475.0,39.8,1334.0,6.2,0.13094264721637974,0.052194641960967854,0.19324493489943104,0.8453304650362861,0.0,1.0,0.5669194414682437
2010,CT_5,111.0,20707.0,-0.306,-0.177,-0.322,-0.061,37.0,1,0.5775084918234847,1,0.590804598,0.581632653,29240.0,40.3,1316.0,10.5,0.13532460762902146,0.062253918831716375,0.19850535960429105,0.7887113116849269,0.0,1.0,0.5669194414682437
2012,CT_5,112.0,20707.0,-0.306,-0.177,-0.275,-0.279,39.0,1,0.5366257721617806,1,0.443678161,0.5204081629999999,30751.0,40.4,1281.0,9.7,0.12599318479978427,0.0665508911593804,0.1998790085406558,0.8114517158852286,1.0,1.0,0.5669194414682437
2014,CT_5,113.0,21316.0,-0.314,-0.08,-0.303,-0.146,55.0,1,0.5163266531111428,1,0.462068966,0.540816327,33138.0,41.5,1282.0,7.4,0.14003052673331715,0.06706070166635597,0.2055803092758941,0.802931575546657,0.0,1.0,0.5669194414682437
2016,CT_5,114.0,21316.0,-0.314,-0.08,-0.312,-0.09,57.0,1,0.5348635860263767,1,0.432183908,0.448979592,35143.0,43.2,1266.0,5.9,0.1534907785700792,0.06636440790271328,0.20012800884219667,0.8207721132455317,0.0,1.0,0.5669194414682437
2006,DE_1,109.0,29327.0,0.229,-0.7,0.252,-0.763,67.0,0,0.3005908545496937,0,0.464367816,0.484848485,27119.0,37.5,919.0,5.9,0.10910793039288744,0.2072055921900557,0.22505026503381467,0.7213301838598859,0.0,1.0,0.5754616796639194
2008,DE_1,110.0,29327.0,0.229,-0.7,0.245,-0.767,69.0,0,0.40405943792397975,0,0.535632184,0.5,29062.0,38.3,1079.0,6.6,0.110943634805954,0.20577900152561246,0.2087557783143128,0.7272784540460799,0.0,1.0,0.5754616796639194
2010,DE_1,111.0,29327.0,0.229,-0.7,0.263,-0.7509999999999999,71.0,0,0.3834645731150048,1,0.590804598,0.581632653,27865.0,38.8,1115.0,9.3,0.11047279912955436,0.2129724407042252,0.2180104004472259,0.7069058836212405,0.0,1.0,0.5754616796639194
2012,DE_1,112.0,21113.0,-0.256,-0.142,-0.22,-0.189,56.0,1,0.5804404903256016,1,0.443678161,0.5204081629999999,28405.0,39.2,1101.0,8.8,0.1220390102628744,0.2147548991813253,0.21252393434900752,0.697088187444662,0.0,1.0,0.5754616796639194
2014,DE_1,113.0,21113.0,-0.256,-0.142,-0.292,-0.135,58.0,1,0.6582554188943612,1,0.462068966,0.540816327,30173.0,39.6,1093.0,6.7,0.12497782205054647,0.21731825304024951,0.21349295756583375,0.6920941755895059,0.0,1.0,0.5754616796639194
2016,DE_1,114.0,21113.0,-0.256,-0.142,-0.275,-0.117,60.0,1,0.617144116152646,1,0.432183908,0.448979592,31366.0,40.6,1074.0,5.7,0.1278452626658894,0.22047969413853047,0.22317173722382397,0.6922752123016811,0.0,1.0,0.5754616796639194
2006,FL_1,109.0,20110.0,0.633,0.155,0.6409999999999999,0.138,47.0,0,0.2345637475332406,0,0.464367816,0.484848485,22520.0,38.2,778.0,5.6,0.10388149975043308,0.14365512786634954,0.2009498223670689,0.7886770016735665,0.0,0.0,0.309001424756085
2008,FL_1,110.0,20110.0,0.633,0.155,0.645,-0.013,49.0,0,0.31464825414130404,0,0.535632184,0.5,23504.0,38.6,868.0,7.6,0.09748538120680483,0.14465258235480485,0.20140890904164652,0.7827487488549388,0.0,0.0,0.309001424756085
2010,FL_1,111.0,20110.0,0.633,0.155,0.591,0.119,51.0,0,0.2981596832409855,1,0.590804598,0.581632653,22347.0,38.3,890.0,14.7,0.09593271880642402,0.14793137110917212,0.19273366565013436,0.7798257208596465,0.0,0.0,0.309001424756085
2012,FL_1,112.0,20110.0,0.633,0.155,0.659,-0.087,53.0,0,0.0,1,0.443678161,0.5204081629999999,25342.0,38.4,929.0,9.2,0.112251040221914,0.1313883495145631,0.1909750346740638,0.7730527045769764,1.0,0.0,0.309001424756085
2014,FL_1,113.0,20110.0,0.633,0.155,0.574,0.166,55.0,0,0.28050911131831224,1,0.462068966,0.540816327,25709.0,38.2,932.0,6.9,0.12234220597744044,0.1352095787454446,0.1929111153829092,0.7685351601095313,0.0,0.0,0.309001424756085
2016,FL_1,114.0,20110.0,0.633,0.155,0.618,0.059,57.0,0,0.24982050513037235,1,0.432183908,0.448979592,26329.0,38.7,915.0,6.0,0.1211649482102436,0.13805793003596034,0.1811933283147936,0.7677513357271942,0.0,0.0,0.309001424756085
2006,FL_10,109.0,13047.0,0.325,-0.112,0.375,-0.221,76.0,0,0.3067198067147872,0,0.464367816,0.484848485,24334.0,45.1,872.0,4.5,0.1282534613174335,0.05204411298358239,0.2317332101354908,0.8817606559963169,0.0,1.0,0.6486867174963806
2008,FL_10,110.0,13047.0,0.325,-0.112,0.32299999999999995,-0.015,78.0,0,0.3407073877596045,0,0.535632184,0.5,27055.0,46.9,953.0,6.3,0.13172330132279095,0.055320081258769874,0.2371132193712917,0.8829432300199925,0.0,1.0,0.6486867174963806
2010,FL_10,111.0,13047.0,0.325,-0.112,0.267,0.202,80.0,0,0.39317953195600425,1,0.590804598,0.581632653,25351.0,46.6,963.0,11.8,0.1433196574815977,0.054925362747486,0.2312853297229928,0.8798133040625821,0.0,1.0,0.6486867174963806
2012,FL_10,112.0,13047.0,0.325,-0.112,0.318,-0.157,82.0,0,0.3407930955384792,1,0.443678161,0.5204081629999999,25212.0,40.1,983.0,11.0,0.13050070614715306,0.11927442167310445,0.2129958795378097,0.7724432137110354,1.0,1.0,0.6486867174963806
2014,FL_10,113.0,21116.0,0.484,-0.008,0.419,-0.008,65.0,0,0.4825986807993137,1,0.462068966,0.540816327,25779.0,41.0,993.0,7.4,0.13497065998549482,0.11772400606580075,0.2032847629722424,0.7799050570317135,0.0,1.0,0.6486867174963806
2016,FL_10,114.0,21116.0,0.484,-0.008,0.499,0.085,67.0,0,0.3845386447878773,1,0.432183908,0.448979592,26222.0,35.5,1117.0,6.6,0.1394445869401236,0.2820909043814684,0.18059326777408974,0.5705385199514308,0.0,1.0,0.6486867174963806
2006,FL_11,109.0,29714.0,-0.278,0.025,-0.282,-0.069,49.0,1,1.0,0,0.464367816,0.484848485,21374.0,35.2,859.0,6.8,0.10591610557582136,0.2838983563516694,0.213954072218895,0.6244109302311512,0.0,0.0,0.3258519735896679
2008,FL_11,110.0,20708.0,-0.439,0.049,-0.441,0.039,42.0,1,0.6965924358937711,0,0.535632184,0.5,23291.0,35.3,946.0,8.2,0.10682619378271553,0.27742169046516874,0.1959696851001199,0.655225878051965,0.0,0.0,0.3258519735896679
2010,FL_11,111.0,20708.0,-0.439,0.049,-0.434,-0.044,44.0,1,0.7165581420692715,1,0.590804598,0.581632653,21645.0,35.6,926.0,16.3,0.11015713950284198,0.2839985291707092,0.19807463129588035,0.6214165149320184,0.0,0.0,0.3258519735896679
2012,FL_11,112.0,20708.0,-0.439,0.049,-0.393,0.006999999999999999,46.0,1,0.5963498645074929,1,0.443678161,0.5204081629999999,20863.0,52.1,683.0,14.9,0.08949391506623926,0.0873336926612011,0.27950129074352503,0.8709767098805707,1.0,0.0,0.3258519735896679
2014,FL_11,113.0,21115.0,0.483,0.077,0.467,0.081,63.0,0,0.35522923968665016,1,0.462068966,0.540816327,21167.0,52.8,685.0,8.9,0.09459672889430916,0.08562996046052028,0.2808374294256681,0.864804918881578,0.0,0.0,0.3258519735896679
2016,FL_11,114.0,21115.0,0.483,0.077,0.463,-0.073,65.0,0,0.3334116800223288,1,0.432183908,0.448979592,22793.0,55.6,664.0,6.8,0.09975063659536534,0.08446839177087577,0.2816553721264197,0.8694606972417058,0.0,0.0,0.3258519735896679
2006,FL_12,109.0,20113.0,0.414,0.14,0.402,0.17,32.0,0,0.3511074740466888,0,0.464367816,0.484848485,23501.0,37.1,837.0,5.6,0.08761758390427157,0.14435331606372045,0.2377452917843208,0.7460148791667045,0.0,0.0,0.31409179563339096
2008,FL_12,110.0,20113.0,0.414,0.14,0.479,0.062,34.0,0,0.0,0,0.535632184,0.5,24400.0,37.6,917.0,7.1,0.09239968395940566,0.1494915479596716,0.230029481780362,0.7817478885880196,0.0,0.0,0.31409179563339096
2010,FL_12,111.0,20113.0,0.414,0.14,0.316,0.195,36.0,0,0.4253735730885033,1,0.590804598,0.581632653,21879.0,38.3,903.0,13.6,0.0904418056571393,0.16001950408008145,0.21971728644705452,0.7540406430609933,0.0,0.0,0.31409179563339096
2012,FL_12,112.0,21117.0,0.53,0.098,0.6,0.031,53.0,0,0.4607949683157193,1,0.443678161,0.5204081629999999,25975.0,45.2,927.0,10.5,0.13239186727456506,0.04430842934187957,0.23032561670484006,0.8855201427439681,1.0,0.0,0.31409179563339096
2014,FL_12,113.0,20758.0,0.404,0.023,0.471,-0.003,51.0,0,0.3416422195279765,1,0.462068966,0.540816327,26114.0,44.6,934.0,6.5,0.13612955638637306,0.05217025578919825,0.2147760697156056,0.8800773217414654,0.0,0.0,0.31409179563339096
2016,FL_12,114.0,20758.0,0.404,0.023,0.519,-0.006999999999999999,53.0,0,0.0,1,0.432183908,0.448979592,26091.0,46.6,899.0,6.6,0.1339273503823941,0.04870659274766198,0.23824545808392686,0.8855000578588035,0.0,0.0,0.31409179563339096
2006,FL_13,109.0,20314.0,0.452,-0.238,0.469,-0.302,49.0,0,0.4469919114615693,0,0.464367816,0.484848485,24955.0,46.5,939.0,4.2,0.11873241598730624,0.049454632398191034,0.2473736905811504,0.8942330551589507,0.0,1.0,0.5190309182165118
2008,FL_13,110.0,20709.0,0.359,-0.151,0.35,-0.145,57.0,0,0.4992256001074506,0,0.535632184,0.5,26134.0,47.3,984.0,8.6,0.12479308292176428,0.05550542129540284,0.2390779041100731,0.8971204209828187,0.0,1.0,0.5190309182165118
2010,FL_13,111.0,20709.0,0.359,-0.151,0.3,-0.069,59.0,0,0.4030010311115265,1,0.590804598,0.581632653,23266.0,49.1,938.0,13.7,0.119558577148056,0.05248778850716959,0.24680718295346396,0.8863944436724409,0.0,1.0,0.5190309182165118
2012,FL_13,112.0,20709.0,0.359,-0.151,0.409,-0.277,61.0,0,0.311399072429889,1,0.443678161,0.5204081629999999,26192.0,47.0,908.0,9.4,0.13953611024793813,0.058083147790736464,0.240119678538542,0.8710334033691305,1.0,1.0,0.5190309182165118
2014,FL_13,113.0,21401.0,0.23,0.058,0.232,0.126,42.0,0,0.4243002061655336,1,0.462068966,0.540816327,26407.0,47.9,913.0,6.4,0.14112731677462853,0.060306458064488776,0.21911285181829615,0.8628882139015664,0.0,1.0,0.5190309182165118
2016,FL_13,114.0,21401.0,0.23,0.058,0.23,0.043,44.0,0,0.0,1,0.432183908,0.448979592,26649.0,46.5,959.0,6.1,0.13672365829167787,0.12267831373560348,0.2125224281066014,0.790034513220923,0.0,1.0,0.5190309182165118
2006,FL_14,109.0,20503.0,0.601,-0.16,0.532,-0.125,39.0,0,0.3240709263003453,0,0.464367816,0.484848485,27373.0,44.8,1065.0,3.8,0.1255599427641381,0.05813078689475781,0.2248818649843388,0.8679899591383151,0.0,1.0,0.6178706564376714
2008,FL_14,110.0,20503.0,0.601,-0.16,0.595,-0.204,41.0,0,0.35629524274523955,0,0.535632184,0.5,28178.0,45.5,1141.0,8.1,0.13956618198496,0.06252068995819274,0.2276563498760709,0.8738631808425733,0.0,1.0,0.6178706564376714
2010,FL_14,111.0,20503.0,0.601,-0.16,0.59,-0.03,43.0,0,0.2941305878211897,1,0.590804598,0.581632653,24386.0,48.1,958.0,15.4,0.1258900724687678,0.07109470289208504,0.2270107247227605,0.8593308362383599,0.0,1.0,0.6178706564376714
