year,district,bach_deg_num,median_HH_income,high_school_num
2006,"Congressional District 2 (109th Congress), West Virginia",48811,21344,187829
2006,"Congressional District 3 (109th Congress), West Virginia",33302,17076,174551
2006,"Congressional District 1 (109th Congress), Wisconsin",77780,27360,164734
2006,"Congressional District 2 (109th Congress), Wisconsin",106508,27549,127233
2006,"Congressional District 3 (109th Congress), Wisconsin",71428,23113,166741
2006,"Congressional District 4 (109th Congress), Wisconsin",50430,21345,136176
2006,"Congressional District 5 (109th Congress), Wisconsin",118072,31385,130304
2006,"Congressional District 6 (109th Congress), Wisconsin",62331,24436,188973
2006,"Congressional District 7 (109th Congress), Wisconsin",60001,22331,181312
2006,"Congressional District 8 (109th Congress), Wisconsin",69992,24230,186554
2006,"Congressional District (at Large) (109th Congress), Wyoming",52112,24204,111587
